age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
37,Self-emp-inc,PhD,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Female,4129,1129,46,China,<=50K,5,"C++, Python, Spring",911520
32,Self-emp-inc,HS-grad,Never-married,Software Developer,Amer-Indian-Eskimo,Female,8430,794,56,China,<=50K,18,"Git, C++, Spring",1269908
52,Self-emp-inc,Masters,Widowed,Data Analyst,Other,Male,236,1472,30,United States,>50K,9,"Power BI, Tableau, Excel",935152
29,State-gov,Bachelors,Divorced,Data Scientist,Asian-Pac-Islander,Other,7158,515,44,China,<=50K,1,"Python, SQL, R",1113310
47,Private,Some-college,Divorced,System Admin,Asian-Pac-Islander,Other,7221,21,55,China,>50K,1,"AWS, Docker, Linux",577360
45,Self-emp-not-inc,Masters,Married-civ-spouse,Data Scientist,Other,Female,2994,1297,37,Canada,>50K,1,"Statistics, Python, Machine Learning",1118568
47,Self-emp-not-inc,Masters,Widowed,Web Developer,White,Female,5758,1783,31,Australia,<=50K,2,"HTML, React, JavaScript",622098
39,Local-gov,HS-grad,Widowed,Data Analyst,Asian-Pac-Islander,Female,2964,489,54,Canada,>50K,12,"Power BI, Tableau, Python",824740
22,Local-gov,PhD,Separated,Web Developer,Other,Other,1865,202,36,Germany,>50K,12,"CSS, React, JavaScript",724488
59,Self-emp-not-inc,Associate,Married-civ-spouse,Data Analyst,White,Female,3110,824,33,United States,<=50K,14,"Python, Tableau, Excel",1032444
27,State-gov,Some-college,Separated,Data Scientist,Black,Other,4272,1168,53,Germany,>50K,17,"SQL, R, Statistics",1404419
55,State-gov,Masters,Married-civ-spouse,System Admin,Asian-Pac-Islander,Female,8056,1373,50,Canada,>50K,9,"Networking, Linux, AWS",733060
34,Federal-gov,Some-college,Divorced,Software Developer,Asian-Pac-Islander,Male,3011,1797,51,Australia,>50K,15,"Spring, C++, Git",1196765
36,Private,Masters,Separated,Web Developer,Other,Female,5151,708,36,China,<=50K,4,"HTML, CSS, Node.js",718588
27,Self-emp-inc,Bachelors,Married-civ-spouse,Business Analyst,Black,Male,9650,137,52,Canada,<=50K,2,"Power BI, Presentation, SQL",803280
46,Self-emp-inc,Associate,Married-civ-spouse,Software Developer,Amer-Indian-Eskimo,Other,4012,1322,34,Australia,>50K,16,"C++, Java, Spring",1163760
54,Self-emp-not-inc,Masters,Separated,Web Developer,Black,Other,24,1063,38,Germany,>50K,11,"JavaScript, HTML, React",880731
33,Federal-gov,Masters,Separated,AI Engineer,Black,Female,4020,1785,53,India,>50K,3,"PyTorch, NLP, Deep Learning",1286364
43,Local-gov,HS-grad,Separated,Data Scientist,Asian-Pac-Islander,Male,2314,1520,53,China,>50K,9,"Statistics, SQL, Machine Learning",1307054
52,Federal-gov,Associate,Separated,ML Engineer,Amer-Indian-Eskimo,Male,6061,109,36,India,>50K,11,"Scikit-learn, Python, XGBoost",1287144
31,Self-emp-inc,PhD,Separated,Business Analyst,White,Male,6210,1401,47,India,>50K,1,"Problem Solving, SQL, Power BI",763456
51,Local-gov,Some-college,Never-married,Business Analyst,White,Other,9665,1413,56,India,<=50K,8,"Power BI, Problem Solving, SQL",895712
48,Private,Bachelors,Widowed,Data Scientist,Other,Other,122,1070,51,India,<=50K,13,"Statistics, R, SQL",1390576
48,Local-gov,Some-college,Married-civ-spouse,Web Developer,White,Other,3952,1167,51,Australia,>50K,0,"HTML, CSS, JavaScript",600000
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Data Scientist,White,Female,7670,1328,33,United States,>50K,5,"SQL, R, Statistics",1187635
47,Self-emp-not-inc,HS-grad,Divorced,Business Analyst,Amer-Indian-Eskimo,Other,2330,924,30,Germany,<=50K,8,"SQL, Power BI, Problem Solving",847368
32,Private,PhD,Separated,ML Engineer,Amer-Indian-Eskimo,Female,9649,900,55,India,<=50K,19,"XGBoost, MLflow, Scikit-learn",1376732
24,Self-emp-not-inc,Masters,Separated,Data Scientist,Black,Other,7455,317,57,China,>50K,2,"Statistics, Python, Machine Learning",1159642
38,Self-emp-not-inc,Some-college,Widowed,Business Analyst,Other,Male,7062,1947,37,Australia,<=50K,11,"SQL, Problem Solving, Power BI",1045966
57,Self-emp-not-inc,Bachelors,Divorced,Business Analyst,Amer-Indian-Eskimo,Female,3334,1024,31,India,<=50K,16,"Power BI, Presentation, SQL",1179472
39,Private,Bachelors,Separated,Data Scientist,Black,Female,6277,1873,38,India,>50K,18,"Python, Statistics, SQL",1314614
56,Federal-gov,Some-college,Never-married,Data Analyst,Amer-Indian-Eskimo,Other,1770,812,30,Australia,>50K,7,"SQL, Power BI, Python",786975
41,Local-gov,HS-grad,Never-married,Business Analyst,Other,Male,6823,1352,32,Australia,<=50K,10,"Problem Solving, Presentation, Power BI",1014130
33,Private,PhD,Never-married,Data Scientist,Amer-Indian-Eskimo,Female,9862,308,41,China,>50K,3,"SQL, R, Python",1162904
24,State-gov,PhD,Divorced,Web Developer,Amer-Indian-Eskimo,Female,8003,1904,55,United States,>50K,20,"HTML, React, CSS",809060
36,Private,Masters,Separated,Data Scientist,Amer-Indian-Eskimo,Male,834,1723,43,Germany,>50K,11,"Python, Machine Learning, SQL",1388013
29,Self-emp-not-inc,PhD,Widowed,AI Engineer,White,Male,864,934,48,India,>50K,11,"NLP, Deep Learning, PyTorch",1446664
54,Self-emp-inc,PhD,Married-civ-spouse,ML Engineer,White,Female,9509,726,51,Germany,>50K,14,"Scikit-learn, Python, Pandas",1188272
28,Local-gov,HS-grad,Married-civ-spouse,AI Engineer,Amer-Indian-Eskimo,Female,214,1964,57,Australia,>50K,15,"Python, PyTorch, TensorFlow",1595865
54,State-gov,Associate,Divorced,System Admin,Asian-Pac-Islander,Male,5474,540,36,India,<=50K,0,"AWS, Shell Scripting, Docker",550000
40,State-gov,Some-college,Never-married,Business Analyst,Amer-Indian-Eskimo,Male,1840,1369,58,Germany,<=50K,13,"SQL, Presentation, Problem Solving",983597
31,Local-gov,Masters,Married-civ-spouse,AI Engineer,White,Other,4553,720,50,United States,>50K,8,"TensorFlow, Python, NLP",1363968
41,Self-emp-not-inc,HS-grad,Divorced,Software Developer,Asian-Pac-Islander,Other,9936,247,34,Canada,>50K,11,"C++, Java, Spring",913520
58,State-gov,Masters,Separated,Software Developer,Asian-Pac-Islander,Other,7653,793,30,India,<=50K,9,"Spring, Python, C++",931157
23,Self-emp-not-inc,Bachelors,Separated,Web Developer,Asian-Pac-Islander,Other,1634,533,55,Australia,>50K,6,"CSS, Node.js, JavaScript",684216
47,Self-emp-inc,Masters,Never-married,AI Engineer,Other,Male,4237,1719,57,China,>50K,1,"NLP, Deep Learning, TensorFlow",1224077
53,Private,PhD,Married-civ-spouse,System Admin,Asian-Pac-Islander,Female,832,767,43,Australia,<=50K,12,"Shell Scripting, Linux, AWS",731716
28,State-gov,Associate,Widowed,System Admin,Asian-Pac-Islander,Male,3464,854,39,China,<=50K,12,"Networking, Shell Scripting, Docker",723664
32,Federal-gov,PhD,Never-married,System Admin,Black,Male,4962,518,32,Germany,>50K,14,"Networking, Shell Scripting, AWS",830840
43,Self-emp-not-inc,PhD,Married-civ-spouse,Web Developer,Amer-Indian-Eskimo,Other,1626,66,55,United States,<=50K,3,"React, CSS, JavaScript",683916
50,Self-emp-inc,Bachelors,Widowed,System Admin,Asian-Pac-Islander,Other,655,844,35,Australia,>50K,20,"Docker, Networking, Linux",841140
53,Self-emp-inc,Associate,Never-married,Data Scientist,Other,Other,1830,2,42,Australia,>50K,7,"Machine Learning, SQL, Statistics",1259075
51,Federal-gov,Masters,Never-married,Web Developer,Other,Female,8938,1953,36,United States,<=50K,17,"CSS, HTML, JavaScript",817770
34,Private,PhD,Never-married,Web Developer,White,Other,4499,1018,39,China,>50K,4,"Node.js, HTML, React",645220
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Data Scientist,White,Male,2792,1949,50,Germany,>50K,13,"Python, R, Statistics",1341605
37,State-gov,Bachelors,Divorced,Business Analyst,Asian-Pac-Islander,Other,4501,710,53,India,<=50K,7,"Power BI, SQL, Presentation",832082
46,Private,HS-grad,Separated,ML Engineer,Black,Male,3736,163,38,United States,>50K,6,"Scikit-learn, XGBoost, MLflow",1104130
36,Federal-gov,Associate,Married-civ-spouse,Web Developer,Other,Male,6483,875,44,Canada,>50K,6,"HTML, JavaScript, Node.js",662280
36,Private,Bachelors,Separated,System Admin,Amer-Indian-Eskimo,Male,772,1625,31,India,>50K,6,"Networking, AWS, Linux",656566
39,Self-emp-not-inc,Associate,Never-married,Data Analyst,White,Other,5545,1306,32,United States,<=50K,8,"SQL, Excel, Tableau",868344
38,Self-emp-not-inc,HS-grad,Divorced,Software Developer,Black,Female,9659,1935,56,Australia,>50K,8,"Python, Java, Git",936216
51,Self-emp-not-inc,Associate,Separated,System Admin,Other,Other,9226,1637,41,Germany,<=50K,5,"Shell Scripting, AWS, Networking",606695
28,Private,Bachelors,Divorced,Data Scientist,Black,Male,2326,244,40,Australia,<=50K,7,"Machine Learning, SQL, R",1227610
35,Self-emp-inc,Some-college,Married-civ-spouse,System Admin,Asian-Pac-Islander,Male,7182,1501,43,Canada,<=50K,7,"Shell Scripting, Linux, Docker",732749
38,Self-emp-not-inc,Some-college,Separated,ML Engineer,White,Female,1158,214,53,China,>50K,6,"Scikit-learn, MLflow, XGBoost",1072558
38,State-gov,Masters,Divorced,Data Analyst,Other,Other,8363,441,50,Australia,>50K,6,"Power BI, Excel, Tableau",797620
24,Private,PhD,Separated,Business Analyst,Other,Female,489,1556,48,China,<=50K,20,"Problem Solving, Presentation, Power BI",961080
36,State-gov,HS-grad,Never-married,Data Analyst,Other,Male,7722,1961,42,Australia,<=50K,9,"SQL, Excel, Power BI",847573
47,Private,Associate,Never-married,ML Engineer,Black,Female,7863,1172,36,Australia,>50K,0,"Pandas, Python, XGBoost",1000000
28,State-gov,PhD,Divorced,Data Scientist,Asian-Pac-Islander,Female,4999,1228,47,China,>50K,13,"Machine Learning, SQL, Statistics",1449037
44,Self-emp-inc,PhD,Married-civ-spouse,ML Engineer,Black,Male,7475,104,41,China,>50K,11,"Scikit-learn, Pandas, MLflow",1218878
44,Federal-gov,HS-grad,Separated,Data Scientist,Black,Male,6081,1794,31,United States,<=50K,3,"Python, Statistics, SQL",1134128
26,Private,Associate,Married-civ-spouse,Web Developer,Black,Male,5825,1099,33,United States,>50K,6,"CSS, HTML, Node.js",756870
48,Self-emp-not-inc,Masters,Never-married,AI Engineer,Amer-Indian-Eskimo,Other,2009,1369,39,Germany,>50K,16,"Deep Learning, Python, TensorFlow",1364160
30,Self-emp-inc,PhD,Divorced,Data Analyst,White,Female,2939,1457,56,India,>50K,19,"Excel, Python, SQL",913579
49,Self-emp-inc,Bachelors,Separated,Business Analyst,Other,Male,4821,1886,54,India,<=50K,1,"SQL, Power BI, Presentation",773824
54,Private,HS-grad,Divorced,Business Analyst,Other,Other,1052,542,60,Canada,<=50K,4,"Excel, SQL, Problem Solving",864732
36,State-gov,PhD,Never-married,Data Analyst,Asian-Pac-Islander,Other,1890,1095,56,Australia,>50K,1,"SQL, Tableau, Excel",718691
53,Private,Associate,Separated,Software Developer,Asian-Pac-Islander,Male,5546,1934,48,China,>50K,2,"Python, Spring, Java",844200
42,Self-emp-inc,Masters,Married-civ-spouse,Data Analyst,Black,Female,5043,265,41,United States,>50K,9,"Excel, Python, SQL",827926
25,Federal-gov,Some-college,Never-married,System Admin,Other,Female,81,115,60,Australia,>50K,10,"Linux, Docker, AWS",655010
28,Local-gov,HS-grad,Married-civ-spouse,AI Engineer,Black,Other,8650,604,32,Australia,>50K,8,"PyTorch, Python, NLP",1426368
56,Federal-gov,Masters,Separated,Data Scientist,Amer-Indian-Eskimo,Female,7431,320,42,Canada,>50K,9,"Python, R, Machine Learning",1361252
42,Federal-gov,Masters,Married-civ-spouse,Business Analyst,White,Female,4923,224,32,China,>50K,18,"Power BI, Presentation, SQL",1071660
23,State-gov,Bachelors,Divorced,Data Scientist,Black,Male,8587,594,50,Canada,<=50K,19,"Machine Learning, R, SQL",1424368
38,Local-gov,Bachelors,Divorced,ML Engineer,Amer-Indian-Eskimo,Female,7018,581,41,India,>50K,14,"MLflow, Pandas, Scikit-learn",1161980
60,Federal-gov,HS-grad,Separated,Business Analyst,Amer-Indian-Eskimo,Female,8000,253,51,China,<=50K,5,"SQL, Presentation, Power BI",826675
39,Self-emp-inc,Some-college,Never-married,ML Engineer,Other,Other,2591,777,35,United States,>50K,16,"Python, Scikit-learn, Pandas",1347280
41,Federal-gov,Associate,Separated,Web Developer,Amer-Indian-Eskimo,Male,9955,1953,51,Canada,>50K,9,"HTML, CSS, React",707370
43,Private,PhD,Never-married,Business Analyst,White,Female,1623,1784,37,United States,>50K,19,"Excel, Presentation, Power BI",969260
52,Private,Associate,Never-married,Data Scientist,Asian-Pac-Islander,Other,2743,1391,38,Canada,>50K,18,"SQL, Machine Learning, Statistics",1470530
23,State-gov,HS-grad,Married-civ-spouse,ML Engineer,Asian-Pac-Islander,Other,6257,1713,34,Australia,<=50K,7,"Scikit-learn, MLflow, Python",1089145
59,Private,HS-grad,Divorced,Software Developer,Amer-Indian-Eskimo,Female,8138,806,48,Australia,<=50K,4,"Python, Java, C++",881264
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,AI Engineer,Black,Other,5159,494,36,United States,>50K,0,"PyTorch, Deep Learning, NLP",1200000
32,Self-emp-inc,PhD,Separated,System Admin,Black,Other,9501,1199,60,Germany,>50K,6,"Linux, AWS, Networking",641236
33,Self-emp-inc,PhD,Widowed,System Admin,White,Female,8464,1074,40,China,>50K,17,"Shell Scripting, Linux, Docker",1019710
54,Self-emp-inc,Masters,Divorced,ML Engineer,White,Male,9856,1297,49,United States,>50K,10,"MLflow, XGBoost, Scikit-learn",1261990
59,Self-emp-not-inc,Masters,Separated,AI Engineer,Other,Other,285,1512,55,Australia,>50K,13,"Python, Deep Learning, PyTorch",1445947
22,Federal-gov,PhD,Separated,System Admin,Black,Female,9279,856,50,India,<=50K,17,"AWS, Networking, Linux",818090
32,Private,HS-grad,Divorced,Data Scientist,Other,Male,5330,993,45,Australia,>50K,5,"Machine Learning, Statistics, SQL",1226115
53,Private,HS-grad,Divorced,AI Engineer,Amer-Indian-Eskimo,Other,1214,1012,38,India,>50K,12,"PyTorch, TensorFlow, NLP",1452276
30,Self-emp-inc,PhD,Married-civ-spouse,Software Developer,White,Female,1637,1565,50,India,>50K,20,"Java, Python, Spring",1043520
37,State-gov,HS-grad,Never-married,Web Developer,Amer-Indian-Eskimo,Other,2929,1671,30,India,>50K,3,"HTML, JavaScript, React",661353
29,State-gov,HS-grad,Separated,Data Scientist,Amer-Indian-Eskimo,Other,2248,850,41,Australia,<=50K,13,"R, SQL, Python",1306375
36,Self-emp-not-inc,Masters,Never-married,Software Developer,Black,Male,3219,713,39,Australia,<=50K,2,"Python, Spring, Java",858630
28,State-gov,PhD,Divorced,Business Analyst,Other,Female,3570,1056,30,Canada,>50K,19,"Power BI, Excel, Problem Solving",987747
36,Self-emp-not-inc,Masters,Widowed,Data Analyst,Asian-Pac-Islander,Other,4644,224,30,Australia,>50K,6,"Tableau, SQL, Power BI",820138
55,Self-emp-not-inc,Bachelors,Never-married,Web Developer,Amer-Indian-Eskimo,Female,4197,731,36,Canada,<=50K,4,"JavaScript, React, Node.js",640104
34,State-gov,Associate,Divorced,System Admin,Black,Other,8951,1429,34,Canada,<=50K,12,"Docker, Networking, Linux",722224
28,Private,Associate,Married-civ-spouse,System Admin,Other,Other,3837,248,38,China,<=50K,15,"AWS, Networking, Shell Scripting",845725
59,Private,Bachelors,Divorced,Data Analyst,Asian-Pac-Islander,Male,1492,417,35,China,>50K,18,"Tableau, Excel, Python",1156246
59,Self-emp-not-inc,PhD,Separated,ML Engineer,Asian-Pac-Islander,Other,5581,1249,37,India,<=50K,4,"Scikit-learn, MLflow, XGBoost",1117432
47,Private,HS-grad,Divorced,ML Engineer,Other,Male,4093,455,46,United States,>50K,5,"XGBoost, MLflow, Pandas",1070815
39,Self-emp-inc,Associate,Married-civ-spouse,Software Developer,Other,Male,9271,1063,38,Germany,>50K,13,"C++, Spring, Python",1067592
48,Self-emp-not-inc,HS-grad,Never-married,Data Scientist,White,Male,6747,304,50,India,<=50K,15,"Statistics, Machine Learning, R",1356935
41,Self-emp-inc,HS-grad,Separated,Data Scientist,Other,Other,7647,1967,51,China,>50K,10,"R, Statistics, SQL",1352780
36,Federal-gov,Masters,Separated,Data Scientist,Black,Male,2033,446,55,Germany,>50K,17,"SQL, R, Python",1363551
44,Self-emp-not-inc,PhD,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Female,4851,856,54,India,>50K,2,"SQL, Excel, Power BI",728744
37,Self-emp-inc,Bachelors,Married-civ-spouse,ML Engineer,Black,Female,1609,279,39,Australia,>50K,11,"MLflow, Python, Pandas",1274560
36,State-gov,HS-grad,Separated,System Admin,Amer-Indian-Eskimo,Male,8781,1309,43,Australia,>50K,9,"Networking, Linux, Docker",800101
25,Self-emp-not-inc,Associate,Widowed,Data Scientist,Other,Female,1496,39,40,United States,<=50K,2,"Machine Learning, SQL, Python",1132674
37,Private,Masters,Never-married,System Admin,Other,Male,3532,1336,46,Australia,>50K,11,"Networking, Docker, Linux",842853
55,Local-gov,PhD,Divorced,Business Analyst,Other,Female,8087,110,42,Germany,<=50K,11,"Excel, Problem Solving, SQL",1058737
47,State-gov,Masters,Separated,Data Analyst,Amer-Indian-Eskimo,Female,2219,0,59,China,>50K,18,"SQL, Tableau, Excel",925450
37,State-gov,HS-grad,Separated,Business Analyst,Asian-Pac-Islander,Female,953,1772,41,United States,<=50K,8,"Excel, Presentation, SQL",985552
39,Local-gov,Associate,Divorced,Data Analyst,Amer-Indian-Eskimo,Other,2305,574,50,United States,<=50K,6,"SQL, Python, Tableau",774016
34,Private,Associate,Widowed,Data Scientist,Asian-Pac-Islander,Female,7151,1874,58,China,<=50K,7,"Python, Machine Learning, SQL",1233938
38,Self-emp-not-inc,Some-college,Separated,AI Engineer,Amer-Indian-Eskimo,Male,684,394,33,Germany,<=50K,18,"TensorFlow, Python, NLP",1676010
58,Federal-gov,Bachelors,Widowed,Software Developer,Other,Male,3436,344,45,Australia,<=50K,1,"Spring, C++, Java",811635
49,Federal-gov,PhD,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Female,7780,299,35,Canada,<=50K,17,"Excel, Python, Tableau",900141
58,Private,Bachelors,Never-married,System Admin,White,Other,1785,1810,39,Canada,>50K,6,"Linux, AWS, Networking",661828
34,Private,Associate,Separated,Web Developer,Black,Other,662,688,50,Germany,>50K,19,"Node.js, JavaScript, HTML",820134
23,Federal-gov,Masters,Divorced,AI Engineer,White,Female,4970,108,54,India,>50K,7,"NLP, Deep Learning, PyTorch",1339041
59,Self-emp-not-inc,HS-grad,Divorced,Data Scientist,White,Female,3979,787,43,India,>50K,2,"Statistics, Machine Learning, SQL",1157400
38,Federal-gov,PhD,Married-civ-spouse,AI Engineer,Asian-Pac-Islander,Male,6954,1453,55,Germany,>50K,4,"Python, NLP, Deep Learning",1299084
42,Federal-gov,Associate,Widowed,Business Analyst,Other,Female,3270,821,44,India,>50K,9,"Excel, SQL, Power BI",895647
41,State-gov,PhD,Divorced,Data Analyst,Amer-Indian-Eskimo,Female,909,967,45,Canada,<=50K,13,"Excel, Python, Power BI",905504
35,Federal-gov,PhD,Married-civ-spouse,Business Analyst,Amer-Indian-Eskimo,Other,7286,1555,54,Canada,>50K,15,"Excel, Presentation, SQL",1052640
60,Private,Associate,Married-civ-spouse,Data Scientist,White,Other,2208,1489,37,Germany,>50K,10,"SQL, Machine Learning, R",1349980
46,Private,Bachelors,Separated,Data Scientist,White,Other,8909,314,32,Australia,>50K,19,"Machine Learning, R, Python",1559990
43,State-gov,HS-grad,Separated,Data Analyst,Black,Female,5877,916,53,Germany,>50K,3,"Python, Excel, Power BI",737905
22,State-gov,PhD,Widowed,Business Analyst,Other,Male,5174,1683,56,United States,>50K,5,"Power BI, Problem Solving, Excel",842050
48,Private,Associate,Separated,Web Developer,White,Male,5544,514,56,India,<=50K,4,"HTML, JavaScript, CSS",700536
59,Self-emp-inc,HS-grad,Divorced,ML Engineer,Amer-Indian-Eskimo,Male,6488,195,44,United States,>50K,12,"Pandas, Python, Scikit-learn",1334836
38,Self-emp-inc,Associate,Divorced,Data Analyst,Other,Other,4967,587,39,Germany,>50K,8,"Excel, Python, Tableau",851424
38,Local-gov,PhD,Divorced,Data Scientist,Black,Other,412,1732,52,United States,>50K,15,"Statistics, SQL, Python",1453580
52,Self-emp-not-inc,HS-grad,Widowed,Data Scientist,Other,Female,2189,1175,46,Australia,>50K,15,"Python, R, Machine Learning",1265945
